timestamp,battery,temp,signal,power_draw,packet_loss,packet_type,priority,size_kb,event
00:01:23,92.1,29.9,86,1.33,1.0,,,,
00:01:24,92.1,30.0,79,1.27,1.5,,,,
00:01:25,92.3,29.6,80,1.3,3.1,,,,
00:01:26,92.4,29.5,80,1.33,0.2,,,,
00:01:27,92.2,28.8,77,0.43,3.6,TTC,CRITICAL,9.2,
00:01:28,92.2,29.2,73,0.47,3.5,,,,
00:01:29,92.1,29.3,74,0.74,1.2,,,,
00:01:30,91.8,29.6,73,0.84,2.0,TTC,HIGH,7.4,
00:01:31,92.2,29.2,71,0.76,2.8,M17,HIGH,49.1,
00:01:32,92.1,29.0,66,0.82,4.4,M17,MEDIUM,98.4,
00:01:33,91.8,29.3,61,0.77,3.8,,,,
00:01:34,91.9,28.6,63,0.48,5.3,,,,
00:01:35,91.8,29.3,61,0.4,5.8,TTC,MEDIUM,2.3,
00:01:36,91.9,28.6,60,0.45,6.6,,,,
00:01:37,91.9,29.0,59,0.46,4.3,,,,
00:01:38,91.8,28.7,57,0.36,5.0,,,,
00:01:39,91.7,28.4,54,0.39,7.4,,,,
00:01:40,91.7,29.0,48,0.46,7.9,TTC,CRITICAL,8.3,
00:01:41,91.5,29.1,43,0.48,9.7,,,,
00:01:42,91.5,28.9,43,0.41,8.8,,,,
00:01:43,91.8,29.1,41,0.49,9.9,HOUSEKEEPING,HIGH,2.1,
00:01:44,91.8,29.3,41,0.44,9.2,,,,
00:01:45,91.5,28.8,41,0.43,10.8,,,,
00:01:46,91.5,29.0,36,0.41,11.4,TTC,HIGH,9.7,
00:01:47,91.6,29.0,30,0.44,12.6,,,,
00:01:48,91.4,29.0,26,0.47,14.7,M17,MEDIUM,45.5,
00:01:49,91.6,29.2,19,0.41,17.2,,,,
00:01:50,91.4,28.8,20,0.43,16.9,,,,
00:01:51,91.3,28.6,3,0.47,0.0,,,,
00:01:52,91.2,28.8,1,0.46,0.0,,,,
00:01:53,91.4,28.9,0,0.45,0.0,,,,
00:01:54,91.2,28.3,0,0.43,0.0,,,,
00:01:55,91.4,28.2,2,0.46,0.0,TTC,HIGH,8.7,
00:01:56,91.1,28.9,2,0.42,0.0,,,,
00:01:57,91.4,28.6,0,0.48,0.0,,,,
00:01:58,91.0,28.8,1,0.48,0.0,,,,
00:01:59,91.2,29.0,1,0.45,0.0,TTC,MEDIUM,9.0,
00:02:00,91.3,28.7,0,0.49,0.0,,,,
00:02:01,91.0,28.7,3,0.42,0.0,,,,
00:02:02,91.1,28.8,3,0.44,0.0,,,,
00:02:03,91.1,29.0,1,0.49,0.0,,,,
00:02:04,91.1,28.9,1,0.47,0.0,,,,
00:02:05,91.1,29.1,2,0.46,0.0,,,,
00:02:06,90.9,29.0,2,0.43,0.0,,,,
00:02:07,90.7,29.0,2,0.4,0.0,TTC,CRITICAL,4.7,
00:02:08,91.0,28.9,1,0.5,0.0,M17,HIGH,41.4,
00:02:09,90.5,29.4,1,0.42,0.0,TTC,CRITICAL,7.6,
00:02:10,90.9,29.3,1,0.44,0.0,HOUSEKEEPING,HIGH,9.6,
00:02:11,90.9,28.5,2,0.47,0.0,HOUSEKEEPING,MEDIUM,15.6,
00:02:12,90.8,29.3,2,0.43,0.0,,,,
00:02:13,90.6,29.2,1,0.46,0.0,SSTV,MEDIUM,158.3,
00:02:14,90.7,29.2,0,0.45,0.0,,,,
00:02:15,90.6,29.0,1,0.42,0.0,,,,
00:02:16,90.7,29.4,1,0.48,0.0,,,,
00:02:17,90.6,29.5,2,0.46,0.0,,,,
00:02:18,90.6,29.0,3,0.49,0.0,SSTV,MEDIUM,468.1,
00:02:19,90.5,28.9,1,0.43,0.0,,,,
00:02:20,90.6,29.8,0,0.43,0.0,,,,
00:02:21,90.2,29.0,2,0.45,0.0,,,,
00:02:22,90.6,29.4,1,0.47,0.0,,,,
00:02:23,90.3,29.6,2,0.44,0.0,CODEC2,MEDIUM,74.9,
00:02:24,90.5,29.3,0,0.47,0.0,,,,
00:02:25,90.3,29.6,1,0.45,0.0,,,,
00:02:26,90.2,29.4,0,0.47,0.0,,,,
00:02:27,90.3,29.8,2,0.45,0.0,,,,
00:02:28,90.4,29.7,3,0.35,0.0,M17,MEDIUM,99.7,
00:02:29,90.4,29.7,1,0.46,0.0,SSTV,LOW,274.1,
00:02:30,90.4,29.5,2,0.41,0.0,,,,
00:02:31,90.3,30.0,0,0.49,0.0,,,,
00:02:32,90.0,29.8,2,0.45,0.0,TTC,CRITICAL,8.0,
00:02:33,90.0,29.9,1,0.44,0.0,TTC,HIGH,6.7,
00:02:34,90.0,29.8,2,0.47,0.0,CODEC2,MEDIUM,24.2,
00:02:35,90.1,29.8,2,0.36,0.0,,,,
00:02:36,90.3,29.9,1,0.48,0.0,M17,LOW,28.7,
00:02:37,90.1,30.2,0,0.42,0.0,CODEC2,MEDIUM,35.3,
00:02:38,90.1,30.2,1,0.47,0.0,,,,
00:02:39,90.1,30.4,2,0.44,0.0,,,,
00:02:40,90.0,30.5,0,0.46,0.0,CODEC2,MEDIUM,78.2,
00:02:41,90.1,30.2,3,0.44,0.0,,,,
00:02:42,90.0,30.6,0,0.44,0.0,TTC,CRITICAL,8.8,
00:02:43,89.9,29.9,1,0.43,0.0,,,,
00:02:44,89.7,30.1,1,0.42,0.0,,,,
00:02:45,89.8,30.4,0,0.42,0.0,SSTV,MEDIUM,383.0,
00:02:46,89.8,30.1,1,0.48,0.0,,,,
00:02:47,89.7,30.4,2,0.42,0.0,,,,
00:02:48,89.7,30.9,1,0.43,0.0,,,,
00:02:49,89.7,31.4,3,0.47,0.0,,,,
00:02:50,89.6,30.9,0,0.39,0.0,M17,LOW,93.5,
00:02:51,89.8,30.8,0,0.49,0.0,,,,
00:02:52,89.7,31.2,2,0.49,0.0,M17,MEDIUM,91.5,
00:02:53,89.7,31.1,0,0.48,0.0,,,,
00:02:54,89.4,31.3,2,0.49,0.0,,,,
00:02:55,89.8,31.5,2,0.5,0.0,,,,
00:02:56,89.6,31.4,2,0.45,0.0,,,,
00:02:57,89.5,31.2,2,0.45,0.0,HOUSEKEEPING,HIGH,18.5,
00:02:58,89.6,31.5,2,0.5,0.0,TTC,CRITICAL,1.4,
00:02:59,89.6,31.3,1,0.44,0.0,,,,
00:03:00,89.6,31.6,1,0.44,0.0,,,,
00:03:01,89.4,31.0,1,0.45,0.0,TTC,HIGH,3.8,
00:03:02,89.3,31.3,0,0.51,0.0,,,,
00:03:03,89.4,31.6,0,0.41,0.0,,,,
00:03:04,89.6,32.4,2,0.41,0.0,,,,
00:03:05,89.5,32.0,2,0.49,0.0,M17,LOW,81.7,
00:03:06,89.5,31.9,0,0.43,0.0,,,,
00:03:07,89.3,32.2,0,0.44,0.0,,,,
00:03:08,89.3,32.1,2,0.43,0.0,,,,
00:03:09,89.5,32.2,2,0.51,0.0,,,,
00:03:10,89.3,31.8,2,0.54,0.0,,,,
00:03:11,89.3,31.7,2,0.41,0.0,,,,
00:03:12,89.3,32.0,1,0.44,0.0,,,,
00:03:13,89.3,32.0,2,0.41,0.0,TTC,HIGH,5.3,
00:03:14,89.0,32.3,1,0.44,0.0,HOUSEKEEPING,LOW,3.3,
00:03:15,89.3,32.2,1,0.43,0.0,,,,
00:03:16,89.3,32.0,2,0.44,0.0,,,,
00:03:17,89.0,32.5,2,0.45,0.0,,,,
00:03:18,89.1,32.7,1,0.39,0.0,TTC,HIGH,9.4,
00:03:19,89.1,32.8,3,0.48,0.0,,,,
00:03:20,89.2,32.7,3,0.49,0.0,,,,
00:03:21,89.0,32.8,2,0.46,0.0,,,,
00:03:22,88.9,33.1,1,0.42,0.0,,,,
00:03:23,88.9,32.2,0,0.51,0.0,,,,
00:03:24,89.1,32.6,0,0.45,0.0,,,,
00:03:25,89.1,33.0,0,0.49,0.0,,,,
00:03:26,88.9,32.8,1,0.48,0.0,HOUSEKEEPING,LOW,9.5,
00:03:27,89.1,33.2,3,0.45,0.0,,,,
00:03:28,89.0,33.3,0,0.49,0.0,,,,
00:03:29,88.8,32.7,0,0.46,0.0,,,,
00:03:30,88.9,32.8,2,0.52,0.0,,,,
00:03:31,88.8,32.8,1,0.45,0.0,CODEC2,MEDIUM,48.9,
00:03:32,88.9,33.6,1,0.45,0.0,,,,
00:03:33,88.6,32.9,1,0.46,0.0,,,,
00:03:34,88.9,33.2,3,0.41,0.0,,,,
00:03:35,88.8,33.1,2,0.43,0.0,HOUSEKEEPING,CRITICAL,17.9,
00:03:36,88.8,33.5,1,0.45,0.0,,,,
00:03:37,88.7,33.7,3,0.43,0.0,,,,
00:03:38,88.8,33.3,1,0.44,0.0,,,,
00:03:39,88.8,33.2,0,0.44,0.0,,,,
00:03:40,88.9,33.8,2,0.43,0.0,TTC,HIGH,5.5,
00:03:41,88.7,33.3,1,0.5,0.0,,,,
00:03:42,88.5,33.4,2,0.38,0.0,HOUSEKEEPING,MEDIUM,8.5,
00:03:43,88.6,33.1,3,0.38,0.0,,,,
00:03:44,88.8,33.8,2,0.39,0.0,,,,
00:03:45,88.8,33.4,2,0.43,0.0,TTC,CRITICAL,3.6,
00:03:46,88.6,33.6,1,0.48,0.0,HOUSEKEEPING,MEDIUM,18.7,
00:03:47,88.6,33.5,0,0.43,0.0,,,,
00:03:48,88.6,33.7,1,0.48,0.0,HOUSEKEEPING,HIGH,18.6,
00:03:49,88.6,33.8,0,0.48,0.0,,,,
00:03:50,88.7,33.8,3,0.44,0.0,,,,
00:03:51,88.5,33.4,1,0.48,0.0,,,,
00:03:52,88.6,33.5,1,0.43,0.0,,,,
00:03:53,88.4,33.7,2,0.5,0.0,SSTV,HIGH,284.7,
00:03:54,88.4,33.4,0,0.5,0.0,,,,
00:03:55,88.6,33.4,0,0.47,0.0,,,,
00:03:56,88.5,33.6,1,0.46,0.0,,,,
00:03:57,88.3,33.4,2,0.42,0.0,,,,
00:03:58,88.4,33.5,3,0.4,0.0,TTC,CRITICAL,2.9,
00:03:59,88.5,33.3,2,0.43,0.0,,,,
00:04:00,88.5,33.8,2,0.48,0.0,SSTV,HIGH,247.1,
00:04:01,88.6,33.9,1,0.46,0.0,,,,
00:04:02,88.2,33.4,1,0.51,0.0,TTC,HIGH,4.3,
00:04:03,88.4,33.5,3,0.47,0.0,CODEC2,MEDIUM,52.8,
00:04:04,88.5,33.4,0,0.47,0.0,,,,
00:04:05,88.5,33.5,2,0.46,0.0,,,,
00:04:06,88.3,33.7,3,0.42,0.0,,,,
00:04:07,88.4,33.5,2,0.48,0.0,CODEC2,HIGH,44.7,
00:04:08,88.2,33.4,2,0.42,0.0,,,,
00:04:09,88.1,33.6,3,0.45,0.0,,,,
00:04:10,88.3,33.3,18,0.5,15.7,,,,
00:04:11,88.2,33.7,20,0.46,16.8,HOUSEKEEPING,HIGH,11.9,
00:04:12,88.2,33.2,27,0.45,13.7,,,,
00:04:13,88.4,32.9,31,0.47,13.4,M17,LOW,75.1,
00:04:14,88.2,33.2,36,0.47,12.8,CODEC2,LOW,58.2,
00:04:15,88.0,33.5,37,0.43,12.6,,,,
00:04:16,88.1,32.7,40,0.4,10.2,,,,
00:04:17,87.9,33.7,42,0.45,10.9,TTC,HIGH,8.2,
00:04:18,88.2,33.2,45,0.48,5.0,HOUSEKEEPING,MEDIUM,17.1,
00:04:19,88.2,33.3,47,0.81,7.4,,,,
00:04:20,88.1,33.7,55,0.83,5.9,,,,
00:04:21,88.1,33.5,55,0.76,6.0,,,,
00:04:22,87.8,33.6,54,0.79,5.7,,,,
00:04:23,87.9,32.6,57,0.78,5.4,,,,
00:04:24,87.8,33.4,59,0.84,3.7,,,,
00:04:25,88.2,33.2,64,0.41,3.7,CODEC2,LOW,45.0,
00:04:26,87.9,33.0,70,0.44,1.3,,,,
00:04:27,88.1,33.3,63,0.49,5.5,,,,
00:04:28,87.9,32.7,65,0.41,4.7,TTC,HIGH,4.0,
00:04:29,87.8,33.2,69,0.45,1.5,,,,
00:04:30,88.0,32.7,72,0.45,4.3,,,,
00:04:31,87.8,33.0,68,0.46,4.1,,,,
00:04:32,87.7,33.4,76,0.44,3.4,,,,
00:04:33,88.1,33.0,76,0.46,4.6,,,,
00:04:34,87.7,33.6,77,0.42,3.7,,,,
00:04:35,87.8,33.1,84,0.49,0.4,,,,
00:04:36,87.5,33.2,80,0.55,3.7,,,,
00:04:37,87.5,33.1,79,0.43,1.2,HOUSEKEEPING,HIGH,6.7,
00:04:38,87.7,34.7,83,2.59,0.0,,,,
00:04:39,87.7,34.1,83,2.6,0.1,HOUSEKEEPING,MEDIUM,3.4,
00:04:40,87.4,33.4,85,2.61,1.3,,,,
00:04:41,87.5,34.1,89,2.63,1.0,,,,
00:04:42,87.5,33.8,91,2.61,0.0,,,,
00:04:43,87.7,33.6,89,2.57,1.8,,,,
00:04:44,87.4,32.9,90,0.43,3.2,HOUSEKEEPING,HIGH,8.7,
00:04:45,87.2,32.7,86,0.43,2.4,M17,LOW,96.9,
00:04:46,87.5,33.0,87,0.46,0.0,HOUSEKEEPING,MEDIUM,2.2,
00:04:47,87.3,32.7,89,0.47,0.4,,,,
00:04:48,87.4,32.6,94,0.4,0.1,,,,
00:04:49,87.2,33.1,90,0.45,0.6,,,,
00:04:50,87.3,33.3,91,0.41,0.7,HOUSEKEEPING,CRITICAL,12.9,
00:04:51,87.2,32.8,95,0.47,0.0,SSTV,MEDIUM,251.2,
00:04:52,87.3,33.1,95,0.5,1.7,,,,
00:04:53,87.2,32.9,91,0.46,2.6,,,,
00:04:54,87.2,33.1,95,0.47,1.4,HOUSEKEEPING,MEDIUM,17.1,
00:04:55,87.5,33.1,97,0.37,2.8,TTC,HIGH,8.4,
00:04:56,87.2,32.5,93,0.42,0.8,M17,MEDIUM,76.0,
00:04:57,87.2,33.2,97,0.43,0.5,,,,
00:04:58,87.1,32.9,95,0.44,1.6,M17,HIGH,24.8,
00:04:59,87.1,33.1,93,0.44,1.9,,,,
00:05:00,86.9,33.3,94,0.5,0.3,,,,
00:05:01,87.1,33.0,91,0.53,0.0,,,,
00:05:02,87.1,33.0,89,0.52,2.1,,,,
00:05:03,87.0,33.3,93,0.43,1.4,,,,
00:05:04,86.9,33.0,89,0.48,0.0,,,,
00:05:05,86.9,33.0,92,0.43,0.0,,,,
00:05:06,87.0,33.2,91,0.41,0.1,M17,HIGH,45.6,
00:05:07,87.0,33.4,85,0.45,0.3,,,,
00:05:08,86.6,33.0,88,0.45,1.6,,,,
00:05:09,86.9,33.2,86,0.47,0.0,,,,
00:05:10,86.7,33.7,81,0.39,2.3,,,,
00:05:11,86.7,33.4,88,0.45,1.7,,,,
00:05:12,86.5,34.1,81,1.54,0.2,,,,
00:05:13,86.6,33.9,84,1.61,2.8,,,,
00:05:14,86.6,33.9,77,1.64,3.0,CODEC2,HIGH,42.0,
00:05:15,86.6,34.2,83,1.62,1.1,,,,
00:05:16,86.5,34.5,77,1.63,1.6,HOUSEKEEPING,CRITICAL,7.7,
00:05:17,86.6,33.4,74,0.48,2.2,,,,
00:05:18,86.4,33.6,75,0.5,1.9,,,,
00:05:19,86.5,33.9,71,0.49,3.5,SSTV,MEDIUM,486.9,
00:05:20,86.4,33.6,71,0.47,4.2,,,,
00:05:21,86.3,33.9,70,0.48,4.1,,,,
00:05:22,86.2,34.0,69,0.73,4.4,,,,
00:05:23,86.2,33.8,63,0.85,5.4,TTC,HIGH,8.2,
00:05:24,86.3,33.4,62,0.48,2.4,,,,
00:05:25,86.4,33.9,60,0.51,3.5,,,,
00:05:26,86.1,33.7,56,0.46,5.5,TTC,MEDIUM,8.0,
00:05:27,86.2,33.6,57,0.44,5.3,CODEC2,LOW,24.8,
00:05:28,86.1,33.9,53,0.43,6.3,,,,
00:05:29,86.3,34.4,51,0.45,8.7,,,,
00:05:30,86.1,34.1,48,0.45,9.6,,,,
00:05:31,86.1,34.4,46,0.51,6.3,M17,LOW,50.4,
00:05:32,86.0,34.4,46,0.48,9.0,CODEC2,MEDIUM,15.7,
00:05:33,85.7,34.0,41,0.42,12.1,,,,
00:05:34,86.1,34.3,38,0.48,8.6,,,,
00:05:35,86.1,34.4,34,0.42,13.0,,,,
00:05:36,86.0,34.3,31,0.45,11.7,,,,
00:05:37,86.0,34.1,32,0.4,11.1,,,,
00:05:38,85.9,34.1,28,0.48,12.6,TTC,CRITICAL,5.5,
00:05:39,86.0,34.7,22,0.47,15.1,,,,
00:05:40,85.8,35.7,20,2.57,15.5,,,,
00:05:41,86.0,34.8,2,0.41,0.0,M17,HIGH,24.1,
00:05:42,86.0,34.7,2,0.45,0.0,,,,
00:05:43,85.9,34.6,0,0.43,0.0,CODEC2,MEDIUM,65.5,
00:05:44,85.6,34.4,2,0.48,0.0,,,,
00:05:45,85.8,35.1,0,0.43,0.0,,,,
00:05:46,85.7,34.8,2,0.48,0.0,,,,
00:05:47,85.7,35.6,0,0.51,0.0,,,,
00:05:48,85.7,35.4,2,0.44,0.0,,,,
00:05:49,85.8,35.0,2,0.37,0.0,SSTV,LOW,434.2,
00:05:50,85.5,35.2,2,0.49,0.0,M17,HIGH,85.8,
00:05:51,85.5,35.7,1,0.45,0.0,SSTV,LOW,474.8,
00:05:52,85.5,35.5,2,0.41,0.0,,,,
00:05:53,85.5,35.5,0,0.42,0.0,,,,
00:05:54,85.5,35.5,1,0.4,0.0,,,,
00:05:55,85.3,35.7,2,0.44,0.0,,,,
00:05:56,85.3,35.8,2,0.47,0.0,HOUSEKEEPING,HIGH,14.5,
00:05:57,85.6,35.7,2,0.47,0.0,SSTV,LOW,496.2,
00:05:58,85.3,35.5,3,0.45,0.0,,,,
00:05:59,85.2,35.7,2,0.46,0.0,CODEC2,MEDIUM,32.5,
00:06:00,85.3,36.0,1,0.45,0.0,,,,
00:06:01,85.4,35.9,0,0.45,0.0,,,,
00:06:02,85.2,36.2,2,0.39,0.0,,,,
00:06:03,85.1,36.5,2,0.49,0.0,,,,
00:06:04,85.2,36.5,0,0.46,0.0,,,,
00:06:05,85.1,36.2,2,0.38,0.0,,,,
00:06:06,85.1,36.4,2,0.45,0.0,,,,
00:06:07,85.0,36.4,3,0.46,0.0,M17,LOW,31.1,
00:06:08,84.9,35.8,1,0.52,0.0,,,,
00:06:09,84.6,36.5,2,0.41,0.0,TTC,HIGH,4.8,
00:06:10,85.1,36.8,3,0.5,0.0,HOUSEKEEPING,HIGH,19.3,
00:06:11,85.1,36.8,2,0.46,0.0,,,,
00:06:12,85.0,36.6,0,0.45,0.0,,,,
00:06:13,84.8,36.9,3,0.41,0.0,SSTV,MEDIUM,388.4,
00:06:14,84.9,36.8,2,0.49,0.0,,,,
00:06:15,84.9,36.8,3,0.41,0.0,,,,
00:06:16,84.9,37.1,3,0.44,0.0,,,,
00:06:17,84.7,36.3,1,0.42,0.0,,,,
00:06:18,84.8,37.2,0,0.45,0.0,,,,
00:06:19,84.6,37.9,2,0.46,0.0,,,,
00:06:20,84.6,36.9,2,0.39,0.0,HOUSEKEEPING,MEDIUM,12.3,
00:06:21,84.4,37.3,1,0.47,0.0,,,,
00:06:22,84.6,37.3,2,0.44,0.0,,,,
00:06:23,84.7,37.2,2,0.45,0.0,,,,
00:06:24,84.8,37.2,2,0.45,0.0,,,,
00:06:25,84.6,37.1,0,0.42,0.0,,,,
00:06:26,84.7,37.4,2,0.38,0.0,HOUSEKEEPING,CRITICAL,15.4,
00:06:27,84.5,37.4,0,0.45,0.0,,,,
00:06:28,84.5,37.5,2,0.48,0.0,,,,
00:06:29,84.5,37.8,3,0.41,0.0,,,,
00:06:30,84.2,37.6,2,0.48,0.0,,,,
00:06:31,84.2,37.3,1,0.43,0.0,HOUSEKEEPING,HIGH,12.0,
00:06:32,84.6,37.8,0,0.5,0.0,,,,
00:06:33,84.4,37.4,2,0.46,0.0,HOUSEKEEPING,MEDIUM,9.6,
00:06:34,84.4,37.8,2,0.46,0.0,,,,
00:06:35,84.5,37.4,1,0.42,0.0,,,,
00:06:36,84.3,37.7,1,0.46,0.0,HOUSEKEEPING,HIGH,8.5,
00:06:37,84.4,37.4,0,0.44,0.0,,,,
00:06:38,84.2,38.1,2,0.41,0.0,,,,
00:06:39,84.2,37.2,2,0.47,0.0,CODEC2,MEDIUM,12.1,
00:06:40,84.2,37.6,1,0.5,0.0,,,,
00:06:41,84.4,37.7,1,0.39,0.0,,,,
00:06:42,84.2,37.6,1,0.46,0.0,,,,
00:06:43,84.0,37.8,3,0.45,0.0,,,,
00:06:44,84.3,38.2,0,0.51,0.0,TTC,CRITICAL,9.1,
00:06:45,84.0,37.6,1,0.47,0.0,,,,
00:06:46,83.9,37.3,0,0.43,0.0,HOUSEKEEPING,HIGH,13.4,
00:06:47,84.2,37.2,1,0.45,0.0,,,,
00:06:48,84.1,37.9,2,0.44,0.0,,,,
00:06:49,84.1,37.9,0,0.5,0.0,TTC,CRITICAL,2.0,
00:06:50,84.3,37.6,2,0.45,0.0,SSTV,LOW,273.7,
00:06:51,84.0,37.7,1,0.49,0.0,,,,
00:06:52,84.2,37.8,2,0.4,0.0,,,,
00:06:53,83.9,37.9,2,0.4,0.0,,,,
00:06:54,83.8,37.6,2,0.45,0.0,,,,
00:06:55,84.0,37.5,2,0.46,0.0,HOUSEKEEPING,HIGH,4.9,
00:06:56,84.1,37.7,2,0.45,0.0,TTC,MEDIUM,8.3,
00:06:57,84.1,38.0,2,0.45,0.0,,,,
00:06:58,84.0,37.8,3,0.47,0.0,,,,
00:06:59,84.0,37.6,1,0.44,0.0,,,,
00:07:00,84.0,39.0,1,0.46,0.0,SSTV,MEDIUM,256.5,
